pathway_id,role,target_id
R-HSA-9909649,participant,HIF1A
R-HSA-1234176,participant,HIF1A
R-HSA-2122947,participant,HIF1A
R-HSA-6785807,participant,HIF1A
R-HSA-9825892,participant,HINT1
R-HSA-9856649,participant,HINT1
R-HSA-9619665,participant,HMGCR
R-HSA-6803529,participant,HNRNPH1
R-HSA-72163,participant,HNRNPH1
R-HSA-9770562,participant,HNRNPH1
R-HSA-72203,participant,HNRNPH1
R-HSA-9918481,participant,HNRNPH1
R-HSA-9709570,participant,RAD1
R-HSA-9732724,participant,RAF PROTO-
R-HSA-2672351,participant,RAF PROTO-
R-HSA-392517,participant,RAF PROTO-
R-HSA-9732724,participant,RAF1
R-HSA-5621575,participant,RAF1
R-HSA-2672351,participant,RAF1
R-HSA-430116,participant,RAF1
R-HSA-392517,participant,RAF1
R-HSA-8853659,participant,RET
R-HSA-9830674,participant,RET
R-HSA-9830364,participant,RET
R-HSA-9768919,participant,RET
R-HSA-202424,participant,RIPK2
R-HSA-9613829,participant,RNA-BINDIN
R-HSA-3928662,participant,ROCK2
R-HSA-9679191,participant,ROCK2
R-HSA-416572,participant,ROCK2
R-HSA-9013026,participant,ROCK2
R-HSA-9013422,participant,ROCK2
R-HSA-2426168,participant,SCD
R-HSA-75105,participant,SCD
R-HSA-1257604,participant,SGK1
R-HSA-6804757,participant,SGK1
R-HSA-8986944,participant,SGK1
R-HSA-909733,participant,SHP1
R-HSA-9705671,participant,SHP1
R-HSA-389948,participant,SHP1
R-HSA-9927353,participant,SHP1
R-HSA-512988,participant,SHP1
R-HSA-391160,participant,SHP1
R-HSA-983695,participant,SHP1
R-HSA-877300,participant,SHP1
R-HSA-210993,participant,SOS1
R-HSA-5654700,participant,SOS1
R-HSA-180336,participant,SOS1
R-HSA-2871796,participant,SOS1
R-HSA-1250347,participant,SOS1
R-HSA-8853659,participant,SOS1
R-HSA-1250196,participant,SOS1
R-HSA-5654693,participant,SOS1
R-HSA-912526,participant,SOS1
R-HSA-2179392,participant,SOS1
R-HSA-167044,participant,SOS1
R-HSA-9034864,participant,SOS1
R-HSA-5655302,participant,SOS1
R-HSA-5655253,participant,SOS1
R-HSA-9670439,participant,SOS1
R-HSA-9664565,participant,SOS1
R-HSA-9634285,participant,SOS1
R-HSA-9673770,participant,SOS1
R-HSA-5637810,participant,SOS1
R-HSA-9027284,participant,SOS1
R-HSA-2424491,participant,SOS1
R-HSA-2730905,participant,SOS1
R-HSA-1433559,participant,SOS1
R-HSA-418594,participant,SRC
R-HSA-9680350,participant,SRC
R-HSA-380972,participant,STRADA
R-HSA-1663150,participant,STS
R-HSA-6798695,participant,TARGET OF
R-HSA-428930,participant,TBXA2R
R-HSA-416476,participant,TBXA2R
R-HSA-9013422,participant,TESTIS-SPE
R-HSA-209905,participant,TH
R-HSA-5357786,participant,TNF
R-HSA-75893,participant,TNF
R-HSA-5357905,participant,TNF
R-HSA-5357956,participant,TNF
R-HSA-9942503,participant,TNF
R-HSA-5689896,participant,TNFAIP3
R-HSA-936440,participant,TNFAIP3
R-HSA-5357786,participant,TNFAIP3
R-HSA-1234158,participant,HIF1A
R-HSA-9701898,participant,HIF1A
R-HSA-5628897,participant,TP53
R-HSA-2559585,participant,TP53
R-HSA-6804756,participant,TP53
R-HSA-1912408,participant,TP53
R-HSA-8943724,participant,TP53
R-HSA-5693565,participant,TP53
R-HSA-983231,participant,TP53
R-HSA-6785807,participant,TP53
R-HSA-5689880,participant,TP53
R-HSA-5628897,participant,TP63
R-HSA-9725554,participant,TP63
R-HSA-198933,participant,TRANSCRIPT
R-HSA-2424491,participant,TREM2
R-HSA-2172127,participant,TREM2
R-HSA-416700,participant,TREM2
R-HSA-198933,participant,TREM2
R-HSA-877300,participant,TRIPARTITE
R-HSA-3295583,participant,TRPV1
R-HSA-9856530,participant,TRPV4
R-HSA-5686938,participant,TYROSINE-P
R-HSA-3000480,participant,TYROSINE-P
R-HSA-3000484,participant,TYROSINE-P
R-HSA-6811558,participant,VAV1
R-HSA-2219530,participant,VAV1
R-HSA-196791,participant,VDR
R-HSA-4090294,participant,VDR
R-HSA-383280,participant,VDR
R-HSA-194306,participant,VEGFR1
R-HSA-216083,participant,VON HIPPEL
R-HSA-3238698,participant,WNT3
R-HSA-74259,participant,XDH
R-HSA-9748787,participant,XDH
R-HSA-8851680,participant,XDH
R-HSA-5674135,participant,YWHAB
R-HSA-5673000,participant,YWHAB
R-HSA-9656223,participant,YWHAB
R-HSA-5675221,participant,YWHAB
R-HSA-9649948,participant,YWHAB
R-HSA-9824594,participant,HINT1
R-HSA-114608,participant,HRG
R-HSA-416476,participant,HRH1
R-HSA-390650,participant,HRH1
R-HSA-390650,participant,HRH3
R-HSA-194002,participant,HSD11B1
R-HSA-9757110,participant,HSD11B1
R-HSA-70895,participant,HSD17B10
R-HSA-9837999,participant,HSD17B10
R-HSA-6785470,participant,HSD17B10
R-HSA-8868766,participant,HSD17B10
R-HSA-6787450,participant,HSD17B10
R-HSA-390666,participant,HTR1A
R-HSA-416476,participant,HTR2A
R-HSA-390666,participant,HTR2A
R-HSA-112314,participant,HTR3A
R-HSA-389542,participant,IDH1
R-HSA-9033241,participant,IDH1
R-HSA-71403,participant,IDH2
R-HSA-9854311,participant,IDH2
R-HSA-9837999,participant,IDH2
R-HSA-2151201,participant,IDH2
R-HSA-1236974,participant,IKBKB
R-HSA-445989,participant,IKBKB
R-HSA-5357905,participant,IKBKB
R-HSA-1169091,participant,IKBKB
R-HSA-975144,participant,IKBKB
R-HSA-9833482,participant,IKBKB
R-HSA-5607764,participant,IKBKB
R-HSA-202424,participant,IKBKB
R-HSA-2871837,participant,IKBKB
R-HSA-9020702,participant,IKBKB
R-HSA-937041,participant,IKBKB
R-HSA-9758274,participant,IKBKB
R-HSA-937039,participant,IKBKB
R-HSA-933543,participant,IKBKB
R-HSA-1810476,participant,IKBKB
R-HSA-933542,participant,IKBKB
R-HSA-9705671,participant,IKBKB
R-HSA-168638,participant,IKBKB
R-HSA-5357956,participant,IKBKB
R-HSA-168927,participant,IKBKB
R-HSA-9860927,participant,IKBKB
R-HSA-9909505,participant,IKBKB
R-HSA-209543,participant,IKBKB
R-HSA-209560,participant,IKBKB
R-HSA-5603027,participant,IKBKB
R-HSA-5673001,participant,IL2
R-HSA-912526,participant,IL2
R-HSA-9020558,participant,IL2
R-HSA-8877330,participant,IL2
R-HSA-110056,participant,IL6
R-HSA-112411,participant,IL6
R-HSA-1059683,participant,IL6
R-HSA-9958825,participant,IL6
R-HSA-8853884,participant,IL6
R-HSA-2559582,participant,IL6
R-HSA-9662834,participant,IL6
R-HSA-9660821,participant,IL6
R-HSA-6783783,participant,IL6
R-HSA-6785807,participant,IL6
R-HSA-77387,participant,INS
R-HSA-74752,participant,INS
R-HSA-74713,participant,INSR
R-HSA-74751,participant,INSR
R-HSA-74749,participant,INSR
R-HSA-74752,participant,INSR
R-HSA-6811558,participant,INSR
R-HSA-77387,participant,INSR
R-HSA-114608,participant,ITGA2B
R-HSA-6802955,participant,ITGB3
R-HSA-6802946,participant,ITGB3
R-HSA-6802948,participant,ITGB3
R-HSA-9649948,participant,ITGB3
R-HSA-5674135,participant,ITGB3
R-HSA-9656223,participant,ITGB3
R-HSA-6802952,participant,ITGB3
R-HSA-354192,participant,ITGB3
R-HSA-9769733,participant,ITGB3
R-HSA-216083,participant,ITGB3
R-HSA-445144,participant,ITGB3
R-HSA-114608,participant,ITGB3
R-HSA-372708,participant,ITGB3
R-HSA-354194,participant,ITGB3
R-HSA-3000178,participant,ITGB3
R-HSA-9860927,participant,ITGB3
R-HSA-3000170,participant,ITGB3
R-HSA-1566948,participant,ITGB3
R-HSA-2129379,participant,ITGB3
R-HSA-2173789,participant,ITGB3
R-HSA-210990,participant,ITGB3
R-HSA-4420097,participant,ITGB3
R-HSA-9856532,participant,ITGB3
R-HSA-8943724,participant,JUN
R-HSA-9018519,participant,JUN
R-HSA-9909649,participant,JUN
R-HSA-9976102,participant,JUN
R-HSA-1912408,participant,JUN
R-HSA-2871796,participant,JUN
R-HSA-2559580,participant,JUN
R-HSA-450341,participant,JUN
R-HSA-5617472,participant,JUN
R-HSA-9673324,participant,JUN
R-HSA-9725370,participant,JUN
R-HSA-5687128,participant,JUN
R-HSA-5576890,participant,KCNA5
R-HSA-1296072,participant,KCNA5
R-HSA-5576890,participant,KCNH2
R-HSA-1296072,participant,KCNH2
R-HSA-1296067,participant,KCNJ1
R-HSA-5578775,participant,KCNJ11
R-HSA-382556,participant,KCNJ11
R-HSA-5678420,participant,KCNJ11
R-HSA-5683177,participant,KCNJ11
R-HSA-422356,participant,KCNJ11
R-HSA-1296025,participant,KCNJ11
R-HSA-418457,participant,KCNMA1
R-HSA-1296052,participant,KCNMA1
R-HSA-9667769,participant,KCNMA1
R-HSA-9662360,participant,KCNMA1
R-HSA-9856530,participant,KDR
R-HSA-9927418,participant,KIT
R-HSA-9927426,participant,KIT
R-HSA-8866910,participant,KIT
R-HSA-1433559,participant,KIT
R-HSA-1433557,participant,KIT
R-HSA-381340,participant,KITA-KYUSH
R-HSA-9616222,participant,KLF5
R-HSA-381340,participant,KLF5
R-HSA-381426,participant,KLK1
R-HSA-6802946,participant,KRAS
R-HSA-8951936,participant,KRAS
R-HSA-2132295,participant,LAG3
R-HSA-2028269,participant,LATS1
R-HSA-6811558,participant,LCK
R-HSA-2219530,participant,LCK
R-HSA-389359,participant,LCK
R-HSA-202427,participant,LCK
R-HSA-389513,participant,LCK
R-HSA-1433557,participant,LCK
R-HSA-9670439,participant,LCK
R-HSA-164944,participant,LCK
R-HSA-114604,participant,LCK
R-HSA-8963889,participant,LPL
R-HSA-975634,participant,LPL
R-HSA-8857538,participant,LRRK2
R-HSA-2129379,participant,LTBP3
R-HSA-6803157,participant,LYMPHOKINE
R-HSA-2559580,participant,TP53
R-HSA-6804757,participant,TP53
R-HSA-6804754,participant,TP53
R-HSA-9833482,participant,TP53
R-HSA-69541,participant,TP53
R-HSA-2559586,participant,TP53
R-HSA-69473,participant,TP53
R-HSA-6804759,participant,TP53
R-HSA-70635,participant,TP53
R-HSA-6804760,participant,TP53
R-HSA-8941855,participant,TP53
R-HSA-8853884,participant,TP53
R-HSA-3232118,participant,TP53
R-HSA-6803204,participant,TP63
R-HSA-6804759,participant,TP63
R-HSA-139915,participant,TP63
R-HSA-6803205,participant,TP63
R-HSA-114508,participant,TRPC6
R-HSA-139853,participant,TRPC6
R-HSA-418890,participant,TRPC6
R-HSA-3295583,participant,TRPC6
R-HSA-3295583,participant,TRPV4
R-HSA-3000471,participant,TYROSINE-P
R-HSA-1257604,participant,VAV1
R-HSA-983695,participant,VAV1
R-HSA-195399,participant,VEGFR1
R-HSA-983168,participant,VHL
R-HSA-1234176,participant,VHL
R-HSA-8951664,participant,VHL
R-HSA-9682706,participant,VHL
R-HSA-9694686,participant,VHL
R-HSA-9706019,participant,VHL
R-HSA-9769735,participant,VON HIPPEL
R-HSA-75892,participant,VON HIPPEL
R-HSA-9845620,participant,VON HIPPEL
R-HSA-9845621,participant,VON HIPPEL
R-HSA-9672393,participant,VON HIPPEL
R-HSA-9672391,participant,VON HIPPEL
R-HSA-69273,participant,WEE1
R-HSA-75035,participant,WEE1
R-HSA-69202,participant,WEE1
R-HSA-69656,participant,WEE1
R-HSA-156711,participant,WEE1
R-HSA-983231,participant,WEE1
R-HSA-2672351,participant,WNK2
R-HSA-3238698,participant,WNT1
R-HSA-6802946,participant,YWHAB
R-HSA-6802952,participant,YWHAB
R-HSA-5625740,participant,YWHAB
R-HSA-9755779,participant,YWHAB
R-HSA-111447,participant,YWHAB
R-HSA-5628897,participant,YWHAB
R-HSA-9735871,participant,YWHAB
R-HSA-1445148,participant,YWHAB
R-HSA-9726840,participant,YWHAB
R-HSA-9726842,participant,YWHAB
R-HSA-2028269,participant,YWHAB
R-HSA-9614399,participant,YWHAB
R-HSA-9856649,participant,YWHAB
R-HSA-170968,participant,YWHAB
R-HSA-170984,participant,YWHAB
R-HSA-165159,participant,YWHAB
R-HSA-392517,participant,YWHAB
R-HSA-450385,participant,YWHAB
R-HSA-450513,participant,YWHAB
R-HSA-1257604,participant,LCK
R-HSA-389357,participant,LCK
R-HSA-389356,participant,LCK
R-HSA-2424491,participant,LCK
R-HSA-9020558,participant,LCK
R-HSA-210990,participant,LCK
R-HSA-1433559,participant,LCK
R-HSA-389948,participant,LCK
R-HSA-167590,participant,LCK
R-HSA-9706374,participant,LCK
R-HSA-9013407,participant,LCK
R-HSA-9841922,participant,LPL
R-HSA-381340,participant,LPL
R-HSA-8963901,participant,LPL
R-HSA-2173789,participant,LTBP3
R-HSA-181430,participant,MAOA
R-HSA-380612,participant,MAOA
R-HSA-141333,participant,MAOA
R-HSA-379397,participant,MAOA
R-HSA-379398,participant,MAOA
R-HSA-379401,participant,MAOA
R-HSA-6785807,participant,MAOA
R-HSA-141333,participant,MAOB
R-HSA-5674135,participant,MAP2
R-HSA-170968,participant,MAP2
R-HSA-9649948,participant,MAP2
R-HSA-6802948,participant,MAP2
R-HSA-6802946,participant,MAP2
R-HSA-6802955,participant,MAP2
R-HSA-9656223,participant,MAP2
R-HSA-6802952,participant,MAP2
R-HSA-5210891,participant,MAP2
R-HSA-5674135,participant,MAP2K1
R-HSA-170968,participant,MAP2K1
R-HSA-9649948,participant,MAP2K1
R-HSA-6802948,participant,MAP2K1
R-HSA-6802946,participant,MAP2K1
R-HSA-6802955,participant,MAP2K1
R-HSA-9656223,participant,MAP2K1
R-HSA-6802952,participant,MAP2K1
R-HSA-5684264,participant,MAP2K1
R-HSA-110056,participant,MAP2K1
R-HSA-5210891,participant,MAP2K1
R-HSA-5674135,participant,MAP2K2
R-HSA-170968,participant,MAP2K2
R-HSA-9649948,participant,MAP2K2
R-HSA-6802948,participant,MAP2K2
R-HSA-6802946,participant,MAP2K2
R-HSA-6802955,participant,MAP2K2
R-HSA-9656223,participant,MAP2K2
R-HSA-6802952,participant,MAP2K2
R-HSA-5210891,participant,MAP2K2
R-HSA-5675221,participant,MAPK1
R-HSA-112409,participant,MAPK1
R-HSA-9842640,participant,MAPK1
R-HSA-879415,participant,MAPK1
R-HSA-6802952,participant,MAPK1
R-HSA-9656223,participant,MAPK1
R-HSA-6802955,participant,MAPK1
R-HSA-9652169,participant,MAPK1
R-HSA-6802946,participant,MAPK1
R-HSA-6802948,participant,MAPK1
R-HSA-9649948,participant,MAPK1
R-HSA-5674135,participant,MAPK1
R-HSA-9732724,participant,MAPK1
R-HSA-170968,participant,MAPK1
R-HSA-456926,participant,MAPK1
R-HSA-982772,participant,MAPK1
R-HSA-74749,participant,MAPK1
R-HSA-445144,participant,MAPK1
R-HSA-112411,participant,MAPK1
R-HSA-9635465,participant,MAPK1
R-HSA-2559580,participant,MAPK11
R-HSA-450302,participant,MAPK11
R-HSA-2559580,participant,MAPK14
R-HSA-450302,participant,MAPK14
R-HSA-264870,participant,MAPT
R-HSA-375276,participant,MAS1
R-HSA-9725370,participant,MCL1
R-HSA-6785807,participant,MCL1
R-HSA-6804757,participant,MDM2
R-HSA-198323,participant,MDM2
R-HSA-9766229,participant,MDM2
R-HSA-9768919,participant,MDM2
R-HSA-5674400,participant,MDM2
R-HSA-9725370,participant,MDM2
R-HSA-8957275,participant,MELANOMA-A
R-HSA-381426,participant,MELANOMA-A
R-HSA-6806942,participant,MET
R-HSA-9734091,participant,MET
R-HSA-416550,participant,MET
R-HSA-6807004,participant,MET
R-HSA-9022699,participant,MET
R-HSA-9825892,participant,MET
R-HSA-8875360,participant,MET
R-HSA-8953750,participant,MGA
R-HSA-5693607,participant,MITOGEN-AC
R-HSA-1632852,participant,MLST8
R-HSA-380972,participant,MLST8
R-HSA-166208,participant,MLST8
R-HSA-8943724,participant,MLST8
R-HSA-165159,participant,MLST8
R-HSA-5628897,participant,MLST8
R-HSA-9639288,participant,MLST8
R-HSA-9920951,participant,MLST8
R-HSA-5218920,participant,MLST8
R-HSA-389357,participant,MLST8
R-HSA-1257604,participant,MLST8
R-HSA-6804757,participant,MLST8
R-HSA-9856530,participant,MLST8
R-HSA-5674400,participant,MLST8
R-HSA-6798695,participant,MOS
R-HSA-1632852,participant,MTOR
R-HSA-380972,participant,MTOR
R-HSA-166208,participant,MTOR
R-HSA-8943724,participant,MTOR
R-HSA-165159,participant,MTOR
R-HSA-5628897,participant,MTOR
R-HSA-9639288,participant,MTOR
R-HSA-9920951,participant,MTOR
R-HSA-5218920,participant,MTOR
R-HSA-389357,participant,MTOR
R-HSA-1257604,participant,MTOR
R-HSA-6804757,participant,MTOR
R-HSA-9856530,participant,MTOR
R-HSA-5674400,participant,MTOR
R-HSA-913709,participant,MUC16
R-HSA-5083625,participant,MUC16
R-HSA-5083636,participant,MUC16
R-HSA-2029485,participant,MUCIN-16
R-HSA-9664323,participant,MUCIN-16
R-HSA-2029482,participant,MUCIN-16
R-HSA-2029481,participant,MUCIN-16
R-HSA-166663,participant,MUCIN-16
R-HSA-173623,participant,MUCIN-16
R-HSA-9664422,participant,MUCIN-16
R-HSA-2871837,participant,MUCIN-16
R-HSA-2168880,participant,MUCIN-16
R-HSA-198933,participant,MUCIN-16
R-HSA-69656,participant,MYC
R-HSA-69202,participant,MYC
R-HSA-2122947,participant,MYC
R-HSA-8951430,participant,MYC
R-HSA-4411364,participant,MYC
R-HSA-9764562,participant,MYC
R-HSA-9909649,participant,MYC
R-HSA-201556,participant,MYC
R-HSA-9818749,participant,MYC
R-HSA-5687128,participant,MYC
R-HSA-8866911,participant,MYC
R-HSA-9616222,participant,MYC
R-HSA-2894862,participant,MYC
R-HSA-2644606,participant,MYC
R-HSA-6785807,participant,MYC
R-HSA-5689880,participant,MYC
R-HSA-9018519,participant,MYC
R-HSA-6803211,participant,TP63
R-HSA-6803207,participant,TP63
R-HSA-5620971,participant,TP63
R-HSA-9769743,participant,VON HIPPEL
R-HSA-9769739,participant,VON HIPPEL
R-HSA-69478,participant,WEE1
R-HSA-6802948,participant,YWHAB
R-HSA-6802955,participant,YWHAB
R-HSA-75035,participant,YWHAB
R-HSA-977606,participant,MUCIN-16
R-HSA-2871796,participant,MUCIN-16
R-HSA-2730905,participant,MUCIN-16
R-HSA-2454202,participant,MUCIN-16
R-HSA-2871809,participant,MUCIN-16
R-HSA-202733,participant,MUCIN-16
R-HSA-1362277,participant,MYC
R-HSA-2173796,participant,MYC
R-HSA-69656,participant,MYC PROTO-
R-HSA-1362277,participant,MYC PROTO-
R-HSA-69202,participant,MYC PROTO-
R-HSA-2173796,participant,MYC PROTO-
R-HSA-2122947,participant,MYC PROTO-
R-HSA-8951430,participant,MYC PROTO-
R-HSA-4411364,participant,MYC PROTO-
R-HSA-9764562,participant,MYC PROTO-
R-HSA-9909649,participant,MYC PROTO-
R-HSA-201556,participant,MYC PROTO-
R-HSA-9818749,participant,MYC PROTO-
R-HSA-5687128,participant,MYC PROTO-
R-HSA-8866911,participant,MYC PROTO-
R-HSA-9616222,participant,MYC PROTO-
R-HSA-2894862,participant,MYC PROTO-
R-HSA-2644606,participant,MYC PROTO-
R-HSA-6785807,participant,MYC PROTO-
R-HSA-5689880,participant,MYC PROTO-
R-HSA-9018519,participant,MYC PROTO-
R-HSA-418990,participant,NECTIN4
R-HSA-420597,participant,NECTIN4
R-HSA-9755511,participant,NFE2L2
R-HSA-9818749,participant,NFE2L2
R-HSA-8951664,participant,NFE2L2
R-HSA-9679191,participant,NFE2L2
R-HSA-9705671,participant,NLRP3
R-HSA-9660826,participant,NLRP3
R-HSA-844456,participant,NLRP3
R-HSA-9707564,participant,NLRP3
R-HSA-9692916,participant,NLRP3
R-HSA-5689901,participant,NLRP3
R-HSA-392154,participant,NOS1
R-HSA-1222556,participant,NOS1
R-HSA-5578775,participant,NOS1
R-HSA-392154,participant,NOS2
R-HSA-1222556,participant,NOS2
R-HSA-6785807,participant,NOS2
R-HSA-9033241,participant,NOS2
R-HSA-418594,participant,NPY1R
R-HSA-375276,participant,NPY1R
R-HSA-418594,participant,NPY2R
R-HSA-375276,participant,NPY2R
R-HSA-159418,participant,NR1H4
R-HSA-192105,participant,NR1H4
R-HSA-211976,participant,NR1H4
R-HSA-193368,participant,NR1H4
R-HSA-193807,participant,NR1H4
R-HSA-1989781,participant,NR1H4
R-HSA-8849473,participant,NR3C1
R-HSA-8939902,participant,NR3C1
R-HSA-9768777,participant,NR3C1
R-HSA-9615017,participant,NR3C1
R-HSA-4090294,participant,NR3C1
R-HSA-3371497,participant,NR3C1
R-HSA-187042,participant,NTRK1
R-HSA-9026357,participant,NTRK2
R-HSA-9024909,participant,NTRK2
R-HSA-9025046,participant,NTRK2
R-HSA-9032500,participant,NTRK2
R-HSA-9034013,participant,NTRK3
R-HSA-9034015,participant,NTRK3
R-HSA-9603505,participant,NTRK3
R-HSA-388844,participant,NTRK3
R-HSA-9609690,participant,OBG-LIKE A
R-HSA-9833482,participant,OBG-LIKE A
R-HSA-190861,participant,OBG-LIKE A
R-HSA-9646399,participant,OBG-LIKE A
R-HSA-9609736,participant,OBG-LIKE A
R-HSA-437239,participant,OBG-LIKE A
R-HSA-8955332,participant,OBG-LIKE A
R-HSA-8852276,participant,OBG-LIKE A
R-HSA-380320,participant,OBG-LIKE A
R-HSA-9648025,participant,OBG-LIKE A
R-HSA-68877,participant,OBG-LIKE A
R-HSA-9668328,participant,OBG-LIKE A
R-HSA-9619483,participant,OBG-LIKE A
R-HSA-5663220,participant,OBG-LIKE A
R-HSA-190840,participant,OBG-LIKE A
R-HSA-5626467,participant,OBG-LIKE A
R-HSA-983189,participant,OBG-LIKE A
R-HSA-1445148,participant,OBG-LIKE A
R-HSA-2500257,participant,OBG-LIKE A
R-HSA-2467813,participant,OBG-LIKE A
R-HSA-6807878,participant,OBG-LIKE A
R-HSA-3371497,participant,OBG-LIKE A
R-HSA-2132295,participant,OBG-LIKE A
R-HSA-6811436,participant,OBG-LIKE A
R-HSA-6811434,participant,OBG-LIKE A
R-HSA-5620920,participant,OBG-LIKE A
R-HSA-114608,participant,OLA1
R-HSA-418594,participant,OPRD1
R-HSA-375276,participant,OPRD1
R-HSA-6785807,participant,OPRD1
R-HSA-418594,participant,OPRK1
R-HSA-375276,participant,OPRK1
R-HSA-9022699,participant,OPRK1
R-HSA-418594,participant,OPRM1
R-HSA-375276,participant,OPRM1
R-HSA-111885,participant,OPRM1
R-HSA-202040,participant,OPRM1
R-HSA-9022699,participant,OPRM1
R-HSA-6785807,participant,OPRM1
R-HSA-418594,participant,ORL1
R-HSA-375276,participant,ORL1
R-HSA-3899300,participant,PARK7
